F_Measure_Type_Name__c,F_Equipment_Name_Proposed__c,I_EER_MC04__c,P_Cooling_Hrs_mc4__c,i_Qty_Prop_Equip_mc__c,i_SEER_MC04__c,i_unit_cooling_BTUH__c,i_unit_cooling_tons_mc__c,County__c,Customer_Therms__c,Customer_kW__c,Customer_kWh__c,Electric_Rebate__c,F_COOL_SEER_Cost__c,F_COOL_SEER_MN_PCkW__c,F_COOL_SEER_MN_Rebate__c,F_COOL_SEER_MN_kW__c,F_Centrifugal_Chiller_PCkW__c,F_Centrifugal_Chiller_Rebate__c,F_Centrifugal_Chiller_kW__c,F_Centrifugal_Chiller_kWh__c,F_Cool_Cost_mc4__c,F_Cool_EER_SEER_MC_PCKW__c,F_Cool_EER_SEER_MC_Rebate__c,F_Cool_EER_SEER_MC_kW__c,F_Cool_EER_SEER_MC_kWh__c,F_Cool_FLV_IPLV_mc4_Rebate__c,F_County_Zone__c,F_County_to_Zone_MC4__c,F_Equip_Building_Type__c,F_MSHP_EER_Eff__c,F_MSHP_EER_Std__c,F_MSHP_Total_kWh__c,F_MSHP_Total_v3_kWh__c,F_Measure_Name__c,F_Mini_Split_Cool_PCkW__c,F_Mini_Split_Cooling_kW__c,F_Net_Gen_kW__c,F_Net_Gen_kWh__c,F_Net_Therms__c,F_Products_Name__c,F_Program_Name__c,F_VFD_Chiller_mc4_PCkW__c,F_VFD_Chiller_mc4_Rebate__c,F_VFD_Chiller_mc4_kW__c,F_VFD_Chiller_mc4_kWh__c,F_kAdj_Value__c,F_k_Adj_2012__c,F_k_Adj_2015__c,Gas_Rebate__c,I_AHRI__c,I_EER__c,I_Invoice_Cost__c,I_Mark_Seg__c,I_Qty_Prop_Equip__c,I_SEER_IEER__c,I_Unit_Tons__c,Increm_Electric_Capital_Cost__c,Increm_Gas_Capital_Cost__c,LastModifiedById,LastModifiedDate,LastReferencedDate,LastViewedDate,Line_Item_Number__c,Measure_Name__c,Online_Application_Measure__c,PC_kW_Customer__c,Uncapped_Electric_Rebate__c,Uncapped_Gas_Rebate__c,Units_Electric__c,Units_Gas__c,county__c,eo3__Completion_Date__c,eo3__Eligible_Equipment_Type_1__c,AF_Date__c,Name,i_Facility_Type__c
Cool SEER - MN,MN - RTUS < 5.42 tons,12.85,686,1,15,,5,,,0.761,422,445,1150,0.684543198,445,0.760603553,,,,,1150,0.684543198,445,0.760603553,422.1538462,250,MN1,MN3,Retail - Large Department Store,12.85,,,,DX Units < 5.42 Tons,,,0.73361,454.98,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,250,0,0,,0,0,,FALSE,,,,1,,,1150,,005U0000000HtWKIA0,1.54407E+12,,,1,DX Units < 5.42 Tons,,0.685,445,0,1,0,Stearns MN3,2018-09-20,Cool EER-SEER,2018-12-17,OID3618442-0001,Retail - Large Department Store
Cool EER-SEER,MN - RTUS - 5.42 - 11.24 tons,12,409,4,13,,7.42,,,2.698,1801,3027.36,11278.4,2.428363636,2196.32,2.698181818,,,,,11278.4,2.428363636,3027.36,2.698181818,1800.858462,1484,MN1,MN3,Warehouse,12,,,,DX Units >= 5.42 Tons,,,2.61075,1928.27,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,1484,0,0,,0,0,,FALSE,,,,4,,,11278.4,,005U0000000Krt0IAC,1.54756E+12,,,2,DX Units >= 5.42 Tons,,2.428,3027.36,0,4,0,Hennepin MN3,2018-11-28,,2019-01-29,OID3615839-0002,Warehouse
Cool SEER - MN,MN - RTUS < 5.42 tons,12,589,1,14,,1.95,,,0.168,76,115.05,448.5,0.150882353,115.05,0.167647059,,,,,448.5,0.150882353,115.05,0.167647059,75.72857143,97.5,MN1,MN3,Manufacturing,12,,,,DX Units < 5.42 Tons,,,0.16237,81.37,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,97.5,0,0,,0,0,,FALSE,,,,1,,,448.5,,005U0000000HtWKIA0,1.54398E+12,,,1,DX Units < 5.42 Tons,,0.151,115.05,0,1,0,Sibley MN3,2018-12-03,Cool EER-SEER,2019-06-01,OID3615654-0001,Manufacturing
Cool SEER - MN,MN - RTUS < 5.42 tons,12,563,1,14.5,,4.67,,,0.401,251,345.58,1074.1,0.361343891,345.58,0.401493213,,,,,1074.1,0.361343891,345.58,0.401493213,251.0651459,233.5,MN1,MN3,Education - Secondary,12,,,,DX Units < 5.42 Tons,,,0.38817,271.96,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,233.5,0,0,,0,0,,FALSE,,,,1,,,1074.1,,005U0000000HtWKIA0,1.54398E+12,,,1,DX Units < 5.42 Tons,,0.361,345.58,0,1,0,Hennepin MN3,2018-12-03,Cool EER-SEER,2018-12-03,OID3616064-0001,Education - Secondary
Cool SEER - MN,MN - RTUS < 5.42 tons,12.5,409,1,15.2,,4.79,,,0.603,262,455.05,1101.7,0.543068959,455.05,0.603409955,,,,,1101.7,0.543068959,455.05,0.603409955,261.7434413,239.5,MN1,MN3,Warehouse,12.5,,,,DX Units < 5.42 Tons,,,0.58387,280.51,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,239.5,0,0,,0,0,,FALSE,,,,1,,,1101.7,,005U0000000Krt0IAC,1.54756E+12,,,1,DX Units < 5.42 Tons,,0.543,455.05,0,1,0,Hennepin MN3,2018-11-28,Cool EER-SEER,2019-01-29,OID3615839-0001,Warehouse
Cool SEER - MN,MN - RTUS < 5.42 tons,13.5,865,1,16,,2.8,,,0.552,419,333.2,644,0.496651584,333.2,0.551835093,,,,,644,0.496651584,333.2,0.551835093,419.1923077,140,MN1,MN3,Health/Medical - Clinic,13.5,,,,DX Units < 5.42 Tons,,,0.53441,448.61,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,140,0,0,,0,0,,FALSE,,,,1,,,644,,005U0000000HtWKIA0,1.54554E+12,,,1,DX Units < 5.42 Tons,,0.497,333.2,0,1,0,Anoka MN3,2018-10-22,Cool EER-SEER,2019-01-15,OID3616286-0001,Health/Medical - Clinic
Cool SEER - MN,MN - RTUS < 5.42 tons,14.6,563,1,17.3,,5,,,1.32,646,790,1150,1.188247691,790,1.320275212,,,,,1150,1.188247691,790,1.320275212,645.8603824,250,MN1,MN3,Education - Secondary,14.6,,,,DX Units < 5.42 Tons,,,1.27231,696.49,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,250,0,0,,0,0,,FALSE,,,,1,,,1150,,0050B0000073nk3QAA,1.54351E+12,,,1,DX Units < 5.42 Tons,,1.188,790,0,1,0,Hennepin MN3,2018-11-26,Cool EER-SEER,2018-11-29,OID3308762-0001,Education - Secondary
Cool SEER - MN,MN - RTUS < 5.42 tons,12,574,1,15,,2.4,,,0.206,170,213.6,552,0.185701357,213.6,0.206334842,,,,,552,0.185701357,213.6,0.206334842,169.5507692,120,MN1,MN3,Retail - Strip Mall,12,,,,DX Units < 5.42 Tons,,,0.1992,183.29,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,120,0,0,,0,0,,FALSE,,,,1,,,552,,005U0000000Krt0IAC,1.54386E+12,,,1,DX Units < 5.42 Tons,,0.186,213.6,0,1,0,Olmsted MN3,2018-11-15,Cool EER-SEER,2018-12-14,OID3609612-0001,Retail - Strip Mall
Cool EER-SEER,MN - RTUS - 5.42 - 11.24 tons,12,574,1,13.8,,7.4,,,0.673,857,932.4,2812,0.605454545,725.2,0.672727273,,,,,2812,0.605454545,932.4,0.672727273,857.4347826,370,MN1,MN3,Retail - Strip Mall,12,,,,DX Units >= 5.42 Tons,,,0.64794,923.98,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,370,0,0,,0,0,,FALSE,,,,1,,,2812,,005U0000000Krt0IAC,1.54386E+12,,,1,DX Units >= 5.42 Tons,,0.605,932.4,0,1,0,Hennepin MN3,2018-08-29,,2018-12-14,OID3589478-0001,Retail - Strip Mall
Cool SEER - MN,MN - RTUS < 5.42 tons,,574,2,16,,4.71,,,1.918,936,1120.98,2166.6,1.726289593,1120.98,1.918099548,,,,,2166.6,,1120.98,,935.8407692,471,MN1,MN3,Retail - Strip Mall,,,,,DX Units < 5.42 Tons,,,1.84849,1009.16,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,471,0,0,,0,0,,FALSE,,,,2,,,2166.6,,005U0000000Kcq5IAC,1.54388E+12,,,1,DX Units < 5.42 Tons,,1.726,1120.98,0,2,0,Winona MN3,2018-10-12,Cool EER-SEER,2018-12-17,OID3611531-0001,Retail - Strip Mall
Cool EER-SEER,MN - RTUS - 11.25 - 19.99 tons,12.1,446,2,14.3,,12,,,2.865,2695,3744,5760,2.578512397,2784,2.865013774,,,,,5760,2.578512397,3744,2.865013774,2694.713287,1200,MN1,MN3,Office-Low Rise (<25k SF 1-2 Story),12.1,,,,DX Units >= 5.42 Tons,,,2.76203,2905.64,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,1200,0,0,,0,0,,FALSE,,,,2,,,5760,,005U0000000HtWKIA0,1.54355E+12,,,1,DX Units >= 5.42 Tons,,2.579,3744,0,2,0,Hennepin MN3,2018-05-04,,2018-12-11,OID3610882-0001,Office-Low Rise (<25k SF 1-2 Story)
Cool EER-SEER,MN - RTUS - 5.42 - 11.24 tons,12.2,446,2,14.9,,10.1,,,2.168,2397,3373.4,7676,1.95076006,2646.2,2.167511177,,,,,7676,1.95076006,3373.4,2.167511177,2396.982742,1010,MN1,MN3,Office-Low Rise (<25k SF 1-2 Story),12.2,,,,DX Units >= 5.42 Tons,,,2.08946,2584.35,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,1010,0,0,,0,0,,FALSE,,,,2,,,7676,,005U0000000HtWKIA0,1.54355E+12,,,1,DX Units >= 5.42 Tons,,1.951,3373.4,0,2,0,Ramsey MN3,2018-05-04,,2018-12-11,OID3610906-0001,Office-Low Rise (<25k SF 1-2 Story)
Cool SEER - MN,MN - RTUS < 5.42 tons,13,446,1,15.6,,4.04,,,0.658,277,432.28,929.2,0.592289593,432.28,0.658099548,,,,,929.2,0.592289593,432.28,0.658099548,277.2061538,202,MN1,MN3,Office-Low Rise (<25k SF 1-2 Story),13,,,,DX Units < 5.42 Tons,,,0.63401,298.65,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,202,0,0,,0,0,,FALSE,,,,1,,,929.2,,005U0000000HtWKIA0,1.54355E+12,,,1,DX Units < 5.42 Tons,,0.592,432.28,0,1,0,Hennepin MN3,2018-07-10,Cool EER-SEER,2018-12-11,OID3597458-0001,Office-Low Rise (<25k SF 1-2 Story)
Cool SEER - MN,MN - RTUS < 5.42 tons,,589,3,14,,2.95,,,0.686,344,522.15,2035.5,0.617840983,522.15,0.686489981,,,,,2035.5,,522.15,,343.6912088,442.5,MN1,MN3,Manufacturing,,,,,DX Units < 5.42 Tons,,,0.66452,368.31,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,442.5,0,0,,0,0,,FALSE,,,,3,,,2035.5,,005U0000000HtWKIA0,1.54355E+12,,,1,DX Units < 5.42 Tons,,0.618,522.15,0,3,0,Hennepin MN3,2017-10-02,Cool EER-SEER,2020-01-21,OID3610962-0001,Manufacturing
Cool SEER - MN,MN - RTUS < 5.42 tons,,589,1,14.1,,4.9,,,0.415,208,303.8,1127,0.373620872,303.8,0.415134302,,,,,1127,,303.8,,207.8369885,245,MN1,MN3,Manufacturing,,,,,DX Units < 5.42 Tons,,,0.40215,222.7,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,245,0,0,,0,0,,FALSE,,,,1,,,1127,,005U0000000HtWKIA0,1.54355E+12,,,2,DX Units < 5.42 Tons,,0.374,303.8,0,1,0,Hennepin MN3,2017-10-02,Cool EER-SEER,2020-01-21,OID3610962-0002,Manufacturing
Cool SEER - MN,MN - RTUS < 5.42 tons,,574,1,14,,2.95,,,0.229,112,174.05,678.5,0.205946994,174.05,0.228829994,,,,,678.5,,174.05,,111.6461538,147.5,MN1,MN3,Retail - Strip Mall,,,,,DX Units < 5.42 Tons,,,0.22062,120.75,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,147.5,0,0,,0,0,,FALSE,,,,1,,,678.5,,005U0000000HtWKIA0,1.54355E+12,,,1,DX Units < 5.42 Tons,,0.206,174.05,0,1,0,Hennepin MN3,2017-05-18,Cool EER-SEER,2019-01-31,OID3611003-0001,Retail - Strip Mall
Cool SEER - MN,MN - RTUS < 5.42 tons,,574,1,14.1,,4.9,,,0.415,203,303.8,1127,0.373620872,303.8,0.415134302,,,,,1127,,303.8,,202.5440262,245,MN1,MN3,Retail - Strip Mall,,,,,DX Units < 5.42 Tons,,,0.40054,218.87,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,245,0,0,,0,0,,FALSE,,,,1,,,1127,,005U0000000HtWKIA0,1.54355E+12,,,2,DX Units < 5.42 Tons,,0.374,303.8,0,1,0,Hennepin MN3,2017-05-18,Cool EER-SEER,2019-01-31,OID3611003-0002,Retail - Strip Mall
Cool SEER - MN,MN - RTUS < 5.42 tons,,865,2,14,,2.97,,,0.461,339,350.46,1366.2,0.41468649,350.46,0.460762767,,,,,1366.2,,350.46,,338.7758242,297,MN1,MN3,Health/Medical - Clinic,,,,,DX Units < 5.42 Tons,,,0.44624,362.96,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,297,0,0,,0,0,,FALSE,,,,2,,,1366.2,,005U0000000HtWKIA0,1.54355E+12,,,1,DX Units < 5.42 Tons,,0.415,350.46,0,2,0,Hennepin MN3,2017-09-07,Cool EER-SEER,2021-03-03,OID3611009-0001,Health/Medical - Clinic
Cool SEER - MN,MN - RTUS < 5.42 tons,,589,1,14,,4.75,,,0.368,184,280.25,1092.5,0.331609567,280.25,0.368455074,,,,,1092.5,,280.25,,184.467033,237.5,MN1,MN3,Manufacturing,,,,,DX Units < 5.42 Tons,,,0.35699,197,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,237.5,0,0,,0,0,,FALSE,,,,1,,,1092.5,,005U0000000HtWKIA0,1.54355E+12,,,1,DX Units < 5.42 Tons,,0.332,280.25,0,1,0,Hennepin MN3,2018-01-04,Cool EER-SEER,2019-07-24,OID3611026-0001,Manufacturing
Cool EER-SEER,MN - RTUS - 20 - 63.33 tons,11,1263,1,13,,20,,,2.672,7301,1680,3780,2.40445269,1600,2.6716141,,,,,3780,2.40445269,1680,2.6716141,7301.258741,1000,MN1,MN3,Office-High Rise (>250k SF >8 Stories),11,,,,DX Units >= 5.42 Tons,,,2.57461,7871.63,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,1000,0,0,,0,0,,FALSE,,,,1,,,3780,,005U0000000HtWKIA0,1.54346E+12,,,1,DX Units >= 5.42 Tons,,2.404,1680,0,1,0,Stearns MN3,2018-10-31,,2019-01-02,OID3608914-0001,Office-High Rise (>250k SF >8 Stories)
Cool SEER - MN,MN - RTUS < 5.42 tons,12.5,446,1,15,,2.95,,,0.372,162,262.55,678.5,0.334457919,262.55,0.37161991,,,,,678.5,0.334457919,262.55,0.37161991,161.9323077,147.5,MN1,MN3,Office-Low Rise (<25k SF 1-2 Story),12.5,,,,DX Units < 5.42 Tons,,,0.35914,173.45,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,147.5,0,0,,0,0,,FALSE,,,,1,,,678.5,,005U0000004m6EOIAY,1.54402E+12,,,1,DX Units < 5.42 Tons,,0.334,262.55,0,1,0,Dakota MN3,2018-05-26,Cool EER-SEER,2019-01-08,OID3480600-0001,Office-Low Rise (<25k SF 1-2 Story)
Cool EER-SEER,MN - RTUS - 11.25 - 19.99 tons,12,5840,1,14.5,,19.17,,,2.13,29480,3028.86,4600.8,1.917,2338.74,2.13,,,,,4600.8,1.917,3028.86,2.13,29479.73417,958.5,MN1,MN3,Process Cooling,12,,,,DX Units >= 5.42 Tons,,,2.06129,31563.17,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,958.5,0,0,,0,0,,FALSE,,,,1,,,4600.8,,005U0000000HtWKIA0,1.54338E+12,,,2,DX Units >= 5.42 Tons,,1.917,3028.86,0,1,0,Anoka MN3,2018-09-12,,2019-01-21,OID3607978-0002,Process Cooling
Cool EER-SEER,MN - RTUS - 11.25 - 19.99 tons,12,5840,1,13.5,,14.33,,,1.592,16907,1834.24,3439.2,1.433,1318.36,1.592222222,,,,,3439.2,1.433,1834.24,1.592222222,16906.50505,716.5,MN1,MN3,Process Cooling,12,,,,DX Units >= 5.42 Tons,,,1.54086,18101.71,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,716.5,0,0,,0,0,,FALSE,,,,1,,,3439.2,,005U0000000HtWKIA0,1.54338E+12,,,3,DX Units >= 5.42 Tons,,1.433,1834.24,0,1,0,Anoka MN3,2018-09-12,,2019-01-21,OID3607978-0003,Process Cooling
Cool EER-SEER,MN - RTUS - 20 - 63.33 tons,11.6,5840,1,14.4,,25,,,4.75,55303,3750,4725,4.275158339,3050,4.750175932,,,,,4725,4.275158339,3750,4.750175932,55303.0303,1250,MN1,MN3,Process Cooling,11.6,,,,DX Units >= 5.42 Tons,,,4.59677,59210.92,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,1250,0,0,,0,0,,FALSE,,,,1,,,4725,,005U0000000HtWKIA0,1.54338E+12,,,1,DX Units >= 5.42 Tons,,4.275,3750,0,1,0,Anoka MN3,2018-09-12,,2019-01-21,OID3607978-0001,Process Cooling
Cool EER-SEER,MN - RTUS - 5.42 - 11.24 tons,11.3,446,1,13,,7.5,,,0.217,496,555,2850,0.195494771,555,0.217216412,,,,,2850,0.195494771,555,0.217216412,496.2362637,375,MN1,MN3,Office-Low Rise (<25k SF 1-2 Story),11.3,,,,DX Units >= 5.42 Tons,,,0.20884,534.77,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,375,0,0,,0,0,,FALSE,,,,1,,,2850,,005U0000000HtWKIA0,1.54338E+12,,,1,DX Units >= 5.42 Tons,,0.195,555,0,1,0,Hennepin MN3,2018-11-26,,2018-12-01,OID3608136-0001,Office-Low Rise (<25k SF 1-2 Story)
Cool EER-SEER,MN - RTUS - 5.42 - 11.24 tons,12,446,1,13,,6.08,,,0.553,402,620.16,2310.4,0.497454545,449.92,0.552727273,,,,,2310.4,0.497454545,620.16,0.552727273,402.2821978,304,MN1,MN3,Office-Low Rise (<25k SF 1-2 Story),12,,,,DX Units >= 5.42 Tons,,,0.53227,433.42,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,304,0,0,,0,0,,FALSE,,,,1,,,2310.4,,005U0000000HtWKIA0,1.54355E+12,,,1,DX Units >= 5.42 Tons,,0.497,620.16,0,1,0,Hennepin MN3,2018-11-26,,2018-12-11,OID3609018-0001,Office-Low Rise (<25k SF 1-2 Story)
Cool SEER - MN,MN - RTUS < 5.42 tons,12.7,5840,1,17,,5,,,0.705,6342,745,1150,0.634909324,745,0.705454805,,,,,1150,0.634909324,745,0.705454805,6342.081448,250,MN1,MN3,Process Cooling,12.7,,,,DX Units < 5.42 Tons,,,0.6828,6790.15,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,250,0,0,,0,0,,FALSE,,,,1,,,1150,,005U0000000HtWKIA0,1.54338E+12,,,4,DX Units < 5.42 Tons,,0.635,745,0,1,0,Anoka MN3,2018-09-12,Cool EER-SEER,2019-01-21,OID3607978-0004,Process Cooling
Cool SEER - MN,MN - RTUS < 5.42 tons,12.5,446,1,15.2,,4.79,,,0.603,285,455.05,1101.7,0.543068959,455.05,0.603409955,,,,,1101.7,0.543068959,455.05,0.603409955,285.4219433,239.5,MN1,MN3,Office-Low Rise (<25k SF 1-2 Story),12.5,,,,DX Units < 5.42 Tons,,,0.58154,307.28,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,239.5,0,0,,0,0,,FALSE,,,,1,,,1101.7,,005U0000000HtWKIA0,1.54355E+12,,,2,DX Units < 5.42 Tons,,0.543,455.05,0,1,0,Hennepin MN3,2018-11-26,Cool EER-SEER,2018-12-11,OID3609018-0002,Office-Low Rise (<25k SF 1-2 Story)
Cool SEER - MN,MN - RTUS < 5.42 tons,12.5,446,1,15.2,,4.79,,,0.603,285,455.05,1101.7,0.543068959,455.05,0.603409955,,,,,1101.7,0.543068959,455.05,0.603409955,285.4219433,239.5,MN1,MN3,Office-Low Rise (<25k SF 1-2 Story),12.5,,,,DX Units < 5.42 Tons,,,0.58387,305.14,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,239.5,0,0,,0,0,,FALSE,,,,1,,,1101.7,,005U0000000HtWKIA0,1.54856E+12,,,1,DX Units < 5.42 Tons,,0.543,455.05,0,1,0,Wright MN3,2018-11-26,Cool EER-SEER,2019-02-21,OID3704039-0001,Office-Low Rise (<25k SF 1-2 Story)
Cool EER-SEER,MN - RTUS - 5.42 - 11.24 tons,13.1,986,1,15.5,,5.92,,,1.035,1735,1308.32,2249.6,0.931752949,882.08,1.035281055,,,,,2249.6,0.931752949,1308.32,1.035281055,1734.996498,296,MN1,MN3,Convenience Store,13.1,,,,DX Units >= 5.42 Tons,,,0.99814,1870.6,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,296,0,0,,0,0,,FALSE,,,,1,,,2249.6,,005U0000000HtWKIA0,1.54312E+12,,,2,DX Units >= 5.42 Tons,,0.932,1308.32,0,1,0,Hennepin MN3,2018-09-27,,2018-12-06,OID3605332-0002,Convenience Store
Cool EER-SEER,MN - RTUS - 5.42 - 11.24 tons,12.6,986,1,14.5,,7.42,,,1.028,1784,1268.82,2819.6,0.925090909,882.98,1.027878788,,,,,2819.6,0.925090909,1268.82,1.027878788,1783.98,371,MN1,MN3,Convenience Store,12.6,,,,DX Units >= 5.42 Tons,,,0.99065,1923.43,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,371,0,0,,0,0,,FALSE,,,,1,,,2819.6,,005U0000000HtWKIA0,1.54312E+12,,,3,DX Units >= 5.42 Tons,,0.925,1268.82,0,1,0,Hennepin MN3,2018-09-27,,2018-12-06,OID3605332-0003,Convenience Store
Cool SEER - MN,MN - RTUS < 5.42 tons,12.5,652,1,15.2,,4.79,,,0.603,417,455.05,1101.7,0.543068959,455.05,0.603409955,,,,,1101.7,0.543068959,455.05,0.603409955,417.2536032,239.5,MN1,MN3,Restaurant,12.5,,,,DX Units < 5.42 Tons,,,0.58154,449.59,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,239.5,0,0,,0,0,,FALSE,,,,1,,,1101.7,,005U0000000HtWKIA0,1.54312E+12,,,1,DX Units < 5.42 Tons,,0.543,455.05,0,1,0,Stearns MN3,2018-11-20,Cool EER-SEER,2018-12-06,OID3605169-0001,Restaurant
Cool SEER - MN,MN - RTUS < 5.42 tons,,574,2,16,,3.5,,,1.425,695,833,1610,1.28280543,833,1.425339367,,,,,1610,,833,,695.4230769,350,MN1,MN3,Retail - Strip Mall,,,,,DX Units < 5.42 Tons,,,1.37405,749.32,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,350,0,0,,0,0,,FALSE,,,,2,,,1610,,005U0000000HtWKIA0,1.54312E+12,,,1,DX Units < 5.42 Tons,,1.283,833,0,2,0,Hennepin MN3,2019-01-04,Cool EER-SEER,2018-12-28,OID3605330-0001,Retail - Strip Mall
Cool SEER - MN,MN - RTUS < 5.42 tons,13.2,986,1,15,,4.08,,,0.722,495,363.12,938.4,0.64951049,363.12,0.721678322,,,,,938.4,0.64951049,363.12,0.721678322,495.1236923,204,MN1,MN3,Convenience Store,13.2,,,,DX Units < 5.42 Tons,,,0.69613,533.69,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,204,0,0,,0,0,,FALSE,,,,1,,,938.4,,005U0000000HtWKIA0,1.54312E+12,,,1,DX Units < 5.42 Tons,,0.65,363.12,0,1,0,Hennepin MN3,2018-09-27,Cool EER-SEER,2018-12-06,OID3605332-0001,Convenience Store
Cool SEER - MN,MN - RTUS < 5.42 tons,12.5,574,1,15.2,,4.79,,,0.603,367,455.05,1101.7,0.543068959,455.05,0.603409955,,,,,1101.7,0.543068959,455.05,0.603409955,367.3367611,239.5,MN1,MN3,Retail - Strip Mall,12.5,,,,DX Units < 5.42 Tons,,,0.58154,395.68,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,239.5,0,0,,0,0,,FALSE,,,,1,,,1101.7,,005U0000000Krt0IAC,1.54298E+12,,,1,DX Units < 5.42 Tons,,0.543,455.05,0,1,0,Washington MN3,2018-11-14,Cool EER-SEER,2018-12-06,OID3602742-0001,Retail - Strip Mall
Cool SEER - MN,MN - RTUS < 5.42 tons,,563,1,14.5,,2,,,0.225,108,148,460,0.202215634,148,0.224684038,,,,,460,,148,,107.5225464,100,MN1,MN3,Education - Secondary,,,,,DX Units < 5.42 Tons,,,0.2172,115.63,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,100,0,0,,0,0,,FALSE,,,,1,,,460,,005U0000000HtWKIA0,1.54519E+12,,,2,DX Units < 5.42 Tons,,0.202,148,0,1,0,Wright MN3,2018-09-24,Cool EER-SEER,2019-01-14,OID3593248-0002,Education - Secondary
Cool EER-SEER,MN - RTUS - 11.25 - 19.99 tons,12.1,563,1,14,,14.5,Hennepin MN3,,1.731,1908,2131.5,3480,1.55785124,1551.5,1.730945822,,,,,3480,1.55785124,2131.5,1.730945822,1908.350649,725,MN3,MN3,Education - Secondary,12.1,,,,DX Units >= 5.42 Tons,,,1.67527,2042.83,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,725,0,0,,0,0,,FALSE,,,,1,,,3480,,005U0000000Krt0IAC,1.54592E+12,,,1,DX Units >= 5.42 Tons,a5Q0B0000015pvAUAQ,1.558,2131.5,0,1,0,Hennepin MN3,2018-11-20,,2019-01-15,OID3622962-0001,Education - Secondary
Cool EER-SEER,MN - RTUS - 5.42 - 11.24 tons,12,446,1,13.8,,7.42,,,0.675,668,934.92,2819.6,0.607090909,727.16,0.674545455,,,,,2819.6,0.607090909,934.92,0.674545455,668.0304348,371,MN1,MN3,Office-Low Rise (<25k SF 1-2 Story),12,,,,DX Units >= 5.42 Tons,,,0.65008,720.21,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,371,0,0,,0,0,,FALSE,,,,1,,,2819.6,,005U0000000HtWKIA0,1.54286E+12,,,1,DX Units >= 5.42 Tons,,0.607,934.92,0,1,0,Dakota MN3,2018-11-16,,2018-12-04,OID3602246-0001,Office-Low Rise (<25k SF 1-2 Story)
Cool EER-SEER,MN - RTUS - 5.42 - 11.24 tons,12.5,574,1,14,,7.5,,,0.982,922,1140,2850,0.883636364,780,0.981818182,,,,,2850,0.883636364,1140,0.981818182,922.5,375,MN1,MN3,Retail - Strip Mall,12.5,,,,DX Units >= 5.42 Tons,,,0.95054,987.15,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,375,0,0,,0,0,,FALSE,,,,1,,,2850,,005U0000000Krt0IAC,1.54646E+12,,,1,DX Units >= 5.42 Tons,,0.884,1140,0,1,0,Dakota MN3,2018-08-17,,2019-01-17,OID3623101-0001,Retail - Strip Mall
