,AHRI Certified Reference Number,Model Status,Manufacturer,Model Number,Indoor Unit Model Number,AHRI Type,unit cooling BTUH,Equipment EER,Equipment SEER/IEER,Full Load Indoor Coil Air Quantity (scfm)
202,10092389,Active,luxaire,"X4[C,E][0,1,2,4,8][2,3,4](2,4,5)********",,SP-A,435000.0,10.7,13.6,11650.0
203,10092390,Active,johnson controls,"S4[C,E][0,1,2,4,8][2,3,4](2,4,5)********",,SP-A,435000.0,10.7,13.6,11650.0
204,10092391,Active,"tempmaster, unitary products group - commercial","T4[C,E][0,1,2,4,8][2,3,4](2,4,5)********",,SP-A,435000.0,10.7,13.6,11650.0
205,10092392,Active,"champion, unitary products group - commercial","X4[C,E][0,1,2,4,8][5,6,7](2,4,5)********",,SP-A,435000.0,10.7,13.6,11650.0
206,10092393,Active,coleman,"X4[C,E][0,1,2,4,8][5,6,7](2,4,5)********",,SP-A,435000.0,10.7,13.6,11650.0
207,10092394,Active,fraser - johnston,"X4[C,E][0,1,2,4,8][5,6,7](2,4,5)********",,SP-A,435000.0,10.7,13.6,11650.0
208,10092395,Active,luxaire,"X4[C,E][0,1,2,4,8][5,6,7](2,4,5)********",,SP-A,435000.0,10.7,13.6,11650.0
209,10092396,Active,johnson controls,"S4[C,E][0,1,2,4,8][5,6,7](2,4,5)********",,SP-A,435000.0,10.7,13.6,11650.0
210,10092397,Active,"tempmaster, unitary products group - commercial","T4[C,E][0,1,2,4,8][5,6,7](2,4,5)********",,SP-A,435000.0,10.7,13.6,11650.0
211,10092398,Active,"champion, unitary products group - commercial","X4[W,X][1,2]1(2,4,5)************",,SP-A,435000.0,10.7,11.6,11650.0
212,10092399,Active,coleman,"X4[W,X][1,2]1(2,4,5)************",,SP-A,435000.0,10.7,11.6,11650.0
213,10092400,Active,fraser - johnston,"X4[W,X][1,2]1(2,4,5)************",,SP-A,435000.0,10.7,11.6,11650.0
214,10092401,Active,luxaire,"X4[W,X][1,2]1(2,4,5)************",,SP-A,435000.0,10.7,11.6,11650.0
215,10092402,Active,johnson controls,"S4[W,X][1,2]1(2,4,5)************",,SP-A,435000.0,10.7,11.6,11650.0
216,10092403,Active,"tempmaster, unitary products group - commercial","T4[W,X][1,2]1(2,4,5)************",,SP-A,435000.0,10.7,11.6,11650.0
217,10092404,Active,"champion, unitary products group - commercial","X4[W,X][1,2][2,3,4](2,4,5)************",,SP-A,435000.0,10.7,13.6,11650.0
218,10092405,Active,coleman,"X4[W,X][1,2][2,3,4](2,4,5)************",,SP-A,435000.0,10.7,13.6,11650.0
219,10092406,Active,fraser - johnston,"X4[W,X][1,2][2,3,4](2,4,5)************",,SP-A,435000.0,10.7,13.6,11650.0
220,10092407,Active,luxaire,"X4[W,X][1,2][2,3,4](2,4,5)************",,SP-A,435000.0,10.7,13.6,11650.0
221,10092408,Active,johnson controls,"S4[W,X][1,2][2,3,4](2,4,5)************",,SP-A,435000.0,10.7,13.6,11650.0
222,10092409,Active,"tempmaster, unitary products group - commercial","T4[W,X][1,2][2,3,4](2,4,5)************",,SP-A,435000.0,10.7,13.6,11650.0
223,10092410,Active,"champion, unitary products group - commercial","X4[W,X][1,2][5,6,7](2,4,5)************",,SP-A,435000.0,10.7,13.6,11650.0
224,10092411,Active,coleman,"X4[W,X][1,2][5,6,7](2,4,5)************",,SP-A,435000.0,10.7,13.6,11650.0
225,10092412,Active,fraser - johnston,"X4[W,X][1,2][5,6,7](2,4,5)************",,SP-A,435000.0,10.7,13.6,11650.0
226,10092413,Active,luxaire,"X4[W,X][1,2][5,6,7](2,4,5)************",,SP-A,435000.0,10.7,13.6,11650.0
227,10092414,Active,johnson controls,"S4[W,X][1,2][5,6,7](2,4,5)************",,SP-A,435000.0,10.7,13.6,11650.0
228,10092415,Active,"tempmaster, unitary products group - commercial","T4[W,X][1,2][5,6,7](2,4,5)************",,SP-A,435000.0,10.7,13.6,11650.0
229,10092669,Active,york,"Z3[N,S,D,T][3,5]1(2,4,5)************",,SPY-A,340000.0,10.5,11.6,8250.0
230,10092670,Active,york,"Z3[N,S,D,T][3,5][2,3,4](2,4,5)**********",,SPY-A,340000.0,10.5,13.5,8250.0
231,10092671,Active,york,"Z3[N,S,D,T][3,5][5,6,7](2,4,5)**********",,SPY-A,340000.0,10.5,13.5,8250.0
232,10092672,Active,york,"Z3[C,E][0,1,4,8]1(2,4,5)************",,SP-A,340000.0,10.5,11.6,8250.0
233,10092673,Active,york,"Z3[C,E][0,1,4,8][2,3,4](2,4,5)**********",,SP-A,340000.0,10.5,13.5,8250.0
234,10092674,Active,york,"Z3[C,E][0,1,4,8][5,6,7](2,4,5)**********",,SP-A,340000.0,10.5,13.5,8250.0
235,10092675,Active,york,"Z3[W,X][1,2]1(2,4,5)************",,SP-A,340000.0,10.5,11.6,8250.0
236,10092676,Active,york,"Z3[W,X][1,2][2,3,4](2,4,5)************",,SP-A,340000.0,10.5,13.5,8250.0
237,10092677,Active,york,"Z3[W,X][1,2][5,6,7](2,4,5)************",,SP-A,340000.0,10.5,13.5,8250.0
238,10092678,Active,"champion, unitary products group - commercial","X3[C,E][0,1,4,8][2,3,4](2,4,5)**********",,SP-A,340000.0,10.5,13.5,8250.0
239,10092679,Active,coleman,"X3[C,E][0,1,4,8][2,3,4](2,4,5)**********",,SP-A,340000.0,10.5,13.5,8250.0
240,10092680,Active,fraser - johnston,"X3[C,E][0,1,4,8][2,3,4](2,4,5)**********",,SP-A,340000.0,10.5,13.5,8250.0
241,10092681,Active,luxaire,"X3[C,E][0,1,4,8][2,3,4](2,4,5)**********",,SP-A,340000.0,10.5,13.5,8250.0
242,10092682,Active,johnson controls,"S3[C,E][0,1,4,8][2,3,4](2,4,5)**********",,SP-A,340000.0,10.5,13.5,8250.0
243,10092683,Active,"tempmaster, unitary products group - commercial","T3[C,E][0,1,4,8][2,3,4](2,4,5)**********",,SP-A,340000.0,10.5,13.5,8250.0
244,10092684,Active,"champion, unitary products group - commercial","X3[N,S,D,T][3,5]1(2,4,5)************",,SPY-A,340000.0,10.5,11.6,8250.0
245,10092685,Active,coleman,"X3[N,S,D,T][3,5]1(2,4,5)************",,SPY-A,340000.0,10.5,11.6,8250.0
246,10092686,Active,fraser - johnston,"X3[N,S,D,T][3,5]1(2,4,5)************",,SPY-A,340000.0,10.5,11.6,8250.0
247,10092687,Active,luxaire,"X3[N,S,D,T][3,5]1(2,4,5)************",,SPY-A,340000.0,10.5,11.6,8250.0
248,10092688,Active,johnson controls,"S3[N,S,D,T][3,5]1(2,4,5)************",,SPY-A,340000.0,10.5,11.6,8250.0
249,10092689,Active,"tempmaster, unitary products group - commercial","T3[N,S,D,T][3,5]1(2,4,5)************",,SPY-A,340000.0,10.5,11.6,8250.0
0,10092690,Active,"champion, unitary products group - commercial","X3[N,S,D,T][3,5][2,3,4](2,4,5)**********",,SPY-A,340000.0,10.5,13.5,8250.0
1,10092691,Active,coleman,"X3[N,S,D,T][3,5][2,3,4](2,4,5)**********",,SPY-A,340000.0,10.5,13.5,8250.0
2,10092692,Active,fraser - johnston,"X3[N,S,D,T][3,5][2,3,4](2,4,5)**********",,SPY-A,340000.0,10.5,13.5,8250.0
3,10092693,Active,luxaire,"X3[N,S,D,T][3,5][2,3,4](2,4,5)**********",,SPY-A,340000.0,10.5,13.5,8250.0
4,10092694,Active,johnson controls,"S3[N,S,D,T][3,5][2,3,4](2,4,5)**********",,SPY-A,340000.0,10.5,13.5,8250.0
5,10092695,Active,"tempmaster, unitary products group - commercial","T3[N,S,D,T][3,5][2,3,4](2,4,5)**********",,SPY-A,340000.0,10.5,13.5,8250.0
6,10092696,Active,"champion, unitary products group - commercial","X3[N,S,D,T][3,5][5,6,7](2,4,5)**********",,SPY-A,340000.0,10.5,13.5,8250.0
7,10092697,Active,coleman,"X3[N,S,D,T][3,5][5,6,7](2,4,5)**********",,SPY-A,340000.0,10.5,13.5,8250.0
8,10092698,Active,fraser - johnston,"X3[N,S,D,T][3,5][5,6,7](2,4,5)**********",,SPY-A,340000.0,10.5,13.5,8250.0
9,10092699,Active,luxaire,"X3[N,S,D,T][3,5][5,6,7](2,4,5)**********",,SPY-A,340000.0,10.5,13.5,8250.0
10,10092700,Active,johnson controls,"S3[N,S,D,T][3,5][5,6,7](2,4,5)**********",,SPY-A,340000.0,10.5,13.5,8250.0
11,10092701,Active,"tempmaster, unitary products group - commercial","T3[N,S,D,T][3,5][5,6,7](2,4,5)**********",,SPY-A,340000.0,10.5,13.5,8250.0
12,10092702,Active,"champion, unitary products group - commercial","X3[C,E][0,1,4,8]1(2,4,5)************",,SP-A,340000.0,10.5,11.6,8250.0
13,10092703,Active,coleman,"X3[C,E][0,1,4,8]1(2,4,5)************",,SP-A,340000.0,10.5,11.6,8250.0
14,10092704,Active,fraser - johnston,"X3[C,E][0,1,4,8]1(2,4,5)************",,SP-A,340000.0,10.5,11.6,8250.0
15,10092705,Active,luxaire,"X3[C,E][0,1,4,8]1(2,4,5)************",,SP-A,340000.0,10.5,11.6,8250.0
16,10092706,Active,johnson controls,"S3[C,E][0,1,4,8]1(2,4,5)************",,SP-A,340000.0,10.5,11.6,8250.0
17,10092707,Active,"tempmaster, unitary products group - commercial","T3[C,E][0,1,4,8]1(2,4,5)************",,SP-A,340000.0,10.5,11.6,8250.0
18,10092708,Active,"champion, unitary products group - commercial","X3[C,E][0,1,4,8][5,6,7](2,4,5)**********",,SP-A,340000.0,10.5,13.5,8250.0
19,10092709,Active,coleman,"X3[C,E][0,1,4,8][5,6,7](2,4,5)**********",,SP-A,340000.0,10.5,13.5,8250.0
20,10092710,Active,fraser - johnston,"X3[C,E][0,1,4,8][5,6,7](2,4,5)**********",,SP-A,340000.0,10.5,13.5,8250.0
21,10092711,Active,luxaire,"X3[C,E][0,1,4,8][5,6,7](2,4,5)**********",,SP-A,340000.0,10.5,13.5,8250.0
22,10092712,Active,johnson controls,"S3[C,E][0,1,4,8][5,6,7](2,4,5)**********",,SP-A,340000.0,10.5,13.5,8250.0
23,10092713,Active,"tempmaster, unitary products group - commercial","T3[C,E][0,1,4,8][5,6,7](2,4,5)**********",,SP-A,340000.0,10.5,13.5,8250.0
24,10092714,Active,"champion, unitary products group - commercial","X3[W,X][1,2]1(2,4,5)************",,SP-A,340000.0,10.5,11.6,8250.0
25,10092715,Active,coleman,"X3[W,X][1,2]1(2,4,5)************",,SP-A,340000.0,10.5,11.6,8250.0
26,10092716,Active,fraser - johnston,"X3[W,X][1,2]1(2,4,5)************",,SP-A,340000.0,10.5,11.6,8250.0
27,10092717,Active,luxaire,"X3[W,X][1,2]1(2,4,5)************",,SP-A,340000.0,10.5,11.6,8250.0
28,10092718,Active,johnson controls,"S3[W,X][1,2]1(2,4,5)************",,SP-A,340000.0,10.5,11.6,8250.0
29,10092719,Active,"tempmaster, unitary products group - commercial","T3[W,X][1,2]1(2,4,5)************",,SP-A,340000.0,10.5,11.6,8250.0
30,10092720,Active,"champion, unitary products group - commercial","X3[W,X][1,2][2,3,4](2,4,5)************",,SP-A,340000.0,10.5,13.5,8250.0
31,10092721,Active,coleman,"X3[W,X][1,2][2,3,4](2,4,5)************",,SP-A,340000.0,10.5,13.5,8250.0
32,10092722,Active,fraser - johnston,"X3[W,X][1,2][2,3,4](2,4,5)************",,SP-A,340000.0,10.5,13.5,8250.0
33,10092723,Active,luxaire,"X3[W,X][1,2][2,3,4](2,4,5)************",,SP-A,340000.0,10.5,13.5,8250.0
34,10092724,Active,johnson controls,"S3[W,X][1,2][2,3,4](2,4,5)************",,SP-A,340000.0,10.5,13.5,8250.0
35,10092725,Active,"tempmaster, unitary products group - commercial","T3[W,X][1,2][2,3,4](2,4,5)************",,SP-A,340000.0,10.5,13.5,8250.0
36,10092726,Active,"champion, unitary products group - commercial","X3[W,X][1,2][5,6,7](2,4,5)************",,SP-A,340000.0,10.5,13.5,8250.0
37,10092727,Active,coleman,"X3[W,X][1,2][5,6,7](2,4,5)************",,SP-A,340000.0,10.5,13.5,8250.0
38,10092728,Active,fraser - johnston,"X3[W,X][1,2][5,6,7](2,4,5)************",,SP-A,340000.0,10.5,13.5,8250.0
39,10092729,Active,luxaire,"X3[W,X][1,2][5,6,7](2,4,5)************",,SP-A,340000.0,10.5,13.5,8250.0
40,10092730,Active,johnson controls,"S3[W,X][1,2][5,6,7](2,4,5)************",,SP-A,340000.0,10.5,13.5,8250.0
41,10092731,Active,"tempmaster, unitary products group - commercial","T3[W,X][1,2][5,6,7](2,4,5)************",,SP-A,340000.0,10.5,13.5,8250.0
42,10098053,Active,"champion, unitary products group - commercial","XYE07A(2,4,5)*1*******",,HSP-A,71000.0,12.0,13.2,2440.0
43,10098054,Active,coleman,"XYE07A(2,4,5)*1*******",,HSP-A,71000.0,12.0,13.2,2440.0
44,10098055,Active,fraser - johnston,"XYE07A(2,4,5)*1*******",,HSP-A,71000.0,12.0,13.2,2440.0
45,10098056,Active,johnson controls,"XYE07A(2,4,5)*1*******",,HSP-A,71000.0,12.0,13.2,2440.0
46,10098057,Active,luxaire,"XYE07A(2,4,5)*1*******",,HSP-A,71000.0,12.0,13.2,2440.0
47,10098058,Active,"tempmaster, unitary products group - commercial","XYE07A(2,4,5)*1*******",,HSP-A,71000.0,12.0,13.2,2440.0
48,10098059,Active,"champion, unitary products group - commercial","XYE08A(2,4,5)*1*******",,HSP-A,88000.0,12.1,14.0,2850.0
49,10098060,Active,coleman,"XYE08A(2,4,5)*1*******",,HSP-A,88000.0,12.1,14.0,2850.0
50,10098061,Active,fraser - johnston,"XYE08A(2,4,5)*1*******",,HSP-A,88000.0,12.1,14.0,2850.0
51,10098062,Active,johnson controls,"XYE08A(2,4,5)*1*******",,HSP-A,88000.0,12.1,14.0,2850.0
52,10098063,Active,luxaire,"XYE08A(2,4,5)*1*******",,HSP-A,88000.0,12.1,14.0,2850.0
53,10098064,Active,"tempmaster, unitary products group - commercial","XYE08A(2,4,5)*1*******",,HSP-A,88000.0,12.1,14.0,2850.0
54,10098065,Active,"champion, unitary products group - commercial","XYE08A(2,4,5)*3*******",,HSP-A,88000.0,12.1,16.0,2850.0
55,10098066,Active,coleman,"XYE08A(2,4,5)*3*******",,HSP-A,88000.0,12.1,16.0,2850.0
56,10098067,Active,fraser - johnston,"XYE08A(2,4,5)*3*******",,HSP-A,88000.0,12.1,16.0,2850.0
57,10098068,Active,johnson controls,"XYE08A(2,4,5)*3*******",,HSP-A,88000.0,12.1,16.0,2850.0
58,10098069,Active,luxaire,"XYE08A(2,4,5)*3*******",,HSP-A,88000.0,12.1,16.0,2850.0
59,10098070,Active,"tempmaster, unitary products group - commercial","XYE08A(2,4,5)*3*******",,HSP-A,88000.0,12.1,16.0,2850.0
60,10098071,Active,"champion, unitary products group - commercial","XYE09A(2,4,5)*1*******",,HSP-A,98000.0,12.0,13.8,3000.0
61,10098072,Active,coleman,"XYE09A(2,4,5)*1*******",,HSP-A,98000.0,12.0,13.8,3000.0
62,10098073,Active,fraser - johnston,"XYE09A(2,4,5)*1*******",,HSP-A,98000.0,12.0,13.8,3000.0
63,10098074,Active,johnson controls,"XYE09A(2,4,5)*1*******",,HSP-A,98000.0,12.0,13.8,3000.0
64,10098075,Active,luxaire,"XYE09A(2,4,5)*1*******",,HSP-A,98000.0,12.0,13.8,3000.0
65,10098076,Active,"tempmaster, unitary products group - commercial","XYE09A(2,4,5)*1*******",,HSP-A,98000.0,12.0,13.8,3000.0
66,10098078,Active,"champion, unitary products group - commercial","XYE09A(2,4,5)*3*******",,HSP-A,98000.0,12.0,15.8,3000.0
67,10098079,Active,coleman,"XYE09A(2,4,5)*3*******",,HSP-A,98000.0,12.0,15.8,3000.0
68,10098080,Active,fraser - johnston,"XYE09A(2,4,5)*3*******",,HSP-A,98000.0,12.0,15.8,3000.0
69,10098081,Active,johnson controls,"XYE09A(2,4,5)*3*******",,HSP-A,98000.0,12.0,15.8,3000.0
70,10098082,Active,luxaire,"XYE09A(2,4,5)*3*******",,HSP-A,98000.0,12.0,15.8,3000.0
71,10098083,Active,"tempmaster, unitary products group - commercial","XYE09A(2,4,5)*3*******",,HSP-A,98000.0,12.0,15.8,3000.0
72,10190391,Active,daikin,DPS016AHMY-20H,,SP-A,172000.0,11.3,19.7,5300.0
73,10190392,Active,daikin,DPS016AHMY-24H,,SP-A,176000.0,12.1,20.9,5300.0
74,10190393,Active,daikin,DPS018AHMY-20H,,SP-A,188000.0,11.0,19.4,5920.0
75,10190394,Active,daikin,DPS018AHMY-24H,,SP-A,192000.0,11.8,20.7,5920.0
76,10190395,Active,daikin,DPS020AHMY-20H,,SP-A,242000.0,10.3,18.9,7315.0
77,10190396,Active,daikin,DPS020AHMY-24H,,SP-A,246000.0,11.1,20.2,7315.0
78,10190397,Active,daikin,DPS025AHMY-20H,,SP-A,272000.0,10.2,16.7,8180.0
79,10190407,Active,daikin,DPS025AHMY-24H,,SP-A,278000.0,11.1,18.1,8180.0
80,10190408,Active,daikin,DPS028AHMY-H,,SP-A,304000.0,10.3,17.8,8200.0
81,10190409,Active,daikin,DPS016AHME-20,,SP-A,174000.0,11.5,20.2,5300.0
82,10190410,Active,daikin,DPS016AHME-24,,SPY-A,174000.0,12.0,20.9,5300.0
83,10190411,Active,daikin,DPS018AHME-20,,SPY-A,190000.0,11.2,20.1,5920.0
84,10190412,Active,daikin,DPS018AHME-24,,SPY-A,192000.0,11.8,20.7,5920.0
85,10190413,Active,daikin,DPS020AHME-20,,SPY-A,242000.0,10.4,19.4,7315.0
86,10190414,Active,daikin,DPS020AHME-24,,SPY-A,246000.0,11.1,20.0,7315.0
87,10190415,Active,daikin,DPS025AHME-20,,SPY-A,274000.0,10.2,16.8,8180.0
88,10190416,Active,daikin,DPS025AHME-24,,SPY-A,278000.0,11.1,18.0,8180.0
89,10190417,Active,daikin,DPS016AHME-24H,,SPY-A,174000.0,11.7,19.7,5300.0
90,10190418,Active,daikin,DPS018AHME-24H,,SPY-A,190000.0,11.4,19.4,5920.0
91,10190419,Active,daikin,DPS020AHME-24H,,SPY-A,242000.0,10.7,19.2,7315.0
92,10190420,Active,daikin,DPS025AHME-24H,,SPY-A,276000.0,10.7,17.3,8180.0
93,10190522,Active,york,"XXEA7A(2,4,5)*1*********",,HSP-A,66000.0,11.0,12.7,2000.0
94,10190523,Active,york,"XXEA7A(2,4,5)*3*********",,HSP-A,66000.0,11.0,14.8,2000.0
95,10190524,Active,york,"XXE08A(2,4,5)*1*********",,HSP-A,90000.0,11.5,13.3,3300.0
96,10190525,Active,york,"XXE08A(2,4,5)*3*********",,HSP-A,90000.0,11.5,15.1,3300.0
97,10190526,Active,york,"XXE09A(2,4,5)*1*********",,HSP-A,102000.0,11.8,13.1,3450.0
98,10190527,Active,york,"XXE09A(2,4,5)*3*********",,HSP-A,102000.0,11.8,14.4,3450.0
99,10190528,Active,"champion, unitary products group - commercial","XXE08A(2,4,5)*1*********",,HSP-A,90000.0,11.5,13.3,3300.0
100,10190529,Active,coleman,"XXE08A(2,4,5)*1*********",,HSP-A,90000.0,11.5,13.3,3300.0
101,10190530,Active,fraser - johnston,"XXE08A(2,4,5)*1*********",,HSP-A,90000.0,11.5,13.3,3300.0
102,10190531,Active,johnson controls,"XXE08A(2,4,5)*1*********",,HSP-A,90000.0,11.5,13.3,3300.0
103,10190532,Active,luxaire,"XXE08A(2,4,5)*1*********",,HSP-A,90000.0,11.5,13.3,3300.0
104,10190533,Active,"tempmaster, unitary products group - commercial","XXE08A(2,4,5)*1*********",,HSP-A,90000.0,11.5,13.3,3300.0
105,10190534,Active,"champion, unitary products group - commercial","XXE08A(2,4,5)*3*********",,HSP-A,90000.0,11.5,15.1,3300.0
106,10190535,Active,coleman,"XXE08A(2,4,5)*3*********",,HSP-A,90000.0,11.5,15.1,3300.0
107,10190536,Active,fraser - johnston,"XXE08A(2,4,5)*3*********",,HSP-A,90000.0,11.5,15.1,3300.0
108,10190537,Active,johnson controls,"XXE08A(2,4,5)*3*********",,HSP-A,90000.0,11.5,15.1,3300.0
109,10190538,Active,luxaire,"XXE08A(2,4,5)*3*********",,HSP-A,90000.0,11.5,15.1,3300.0
110,10190539,Active,"tempmaster, unitary products group - commercial","XXE08A(2,4,5)*3*********",,HSP-A,90000.0,11.5,15.1,3300.0
111,10190540,Active,"champion, unitary products group - commercial","XXE09A(2,4,5)*1*********",,HSP-A,102000.0,11.8,13.1,3450.0
112,10190541,Active,coleman,"XXE09A(2,4,5)*1*********",,HSP-A,102000.0,11.8,13.1,3450.0
113,10190542,Active,fraser - johnston,"XXE09A(2,4,5)*1*********",,HSP-A,102000.0,11.8,13.1,3450.0
114,10190543,Active,johnson controls,"XXE09A(2,4,5)*1*********",,HSP-A,102000.0,11.8,13.1,3450.0
115,10190544,Active,luxaire,"XXE09A(2,4,5)*1*********",,HSP-A,102000.0,11.8,13.1,3450.0
116,10190545,Active,"tempmaster, unitary products group - commercial","XXE09A(2,4,5)*1*********",,HSP-A,102000.0,11.8,13.1,3450.0
117,10190546,Active,"champion, unitary products group - commercial","XXE09A(2,4,5)*3*********",,HSP-A,102000.0,11.8,14.4,3450.0
118,10190547,Active,coleman,"XXE09A(2,4,5)*3*********",,HSP-A,102000.0,11.8,14.4,3450.0
119,10190548,Active,fraser - johnston,"XXE09A(2,4,5)*3*********",,HSP-A,102000.0,11.8,14.4,3450.0
120,10190549,Active,johnson controls,"XXE09A(2,4,5)*3*********",,HSP-A,102000.0,11.8,14.4,3450.0
121,10190550,Active,luxaire,"XXE09A(2,4,5)*3*********",,HSP-A,102000.0,11.8,14.4,3450.0
122,10190551,Active,"tempmaster, unitary products group - commercial","XXE09A(2,4,5)*3*********",,HSP-A,102000.0,11.8,14.4,3450.0
123,10190552,Active,"champion, unitary products group - commercial","XXEA7A(2,4,5)*1*********",,HSP-A,66000.0,11.0,12.7,2000.0
124,10190553,Active,coleman,"XXEA7A(2,4,5)*1*********",,HSP-A,66000.0,11.0,12.7,2000.0
125,10190554,Active,fraser - johnston,"XXEA7A(2,4,5)*1*********",,HSP-A,66000.0,11.0,12.7,2000.0
126,10190555,Active,johnson controls,"XXEA7A(2,4,5)*1*********",,HSP-A,66000.0,11.0,12.7,2000.0
127,10190556,Active,luxaire,"XXEA7A(2,4,5)*1*********",,HSP-A,66000.0,11.0,12.7,2000.0
128,10190557,Active,"tempmaster, unitary products group - commercial","XXEA7A(2,4,5)*1*********",,HSP-A,66000.0,11.0,12.7,2000.0
129,10190558,Active,"champion, unitary products group - commercial","XXEA7A(2,4,5)*3*********",,HSP-A,66000.0,11.0,14.8,2000.0
130,10190559,Active,coleman,"XXEA7A(2,4,5)*3*********",,HSP-A,66000.0,11.0,14.8,2000.0
131,10190560,Active,fraser - johnston,"XXEA7A(2,4,5)*3*********",,HSP-A,66000.0,11.0,14.8,2000.0
132,10190561,Active,johnson controls,"XXEA7A(2,4,5)*3*********",,HSP-A,66000.0,11.0,14.8,2000.0
133,10190562,Active,luxaire,"XXEA7A(2,4,5)*3*********",,HSP-A,66000.0,11.0,14.8,2000.0
134,10190563,Active,"tempmaster, unitary products group - commercial","XXEA7A(2,4,5)*3*********",,HSP-A,66000.0,11.0,14.8,2000.0
135,10190793,Active,daikin,DPS028AHME,,SPY-A,304000.0,10.2,17.6,8200.0
136,10206845,Active,daikin,DPS020AHHY-24,,HSP-A,236000.0,10.9,19.0,7100.0
137,10206846,Active,daikin,DPS020AHHG-24,,HSP-A,234000.0,10.7,18.7,7100.0
138,10206847,Active,daikin,DPS020AHHY-24H,,HSP-A,234000.0,10.8,18.8,7100.0
139,10206858,Active,daikin,DPS020AHHE-24,,HSP-A,236000.0,10.8,18.6,7100.0
140,10206877,Active,daikin,DPS020AHHE-24H,,HSP-A,232000.0,10.6,18.3,7100.0
141,10265355,Active,lennox,"ZHB072S4B**Y,G,J",,HSP-A,69000.0,11.0,12.2,1860.0
142,10274287,Active,skm air conditioning equipment,AUMR62007,CADX62007A,RCU-A-CB,80000.0,11.2,12.9,2300.0
143,10274288,Active,skm air conditioning equipment,AUMR62009,CADX62009A,RCU-A-CB,104000.0,11.4,12.9,3300.0
144,10274289,Active,skm air conditioning equipment,AUMR62010,CADX62010A,RCU-A-CB,116000.0,11.3,11.4,3800.0
145,10274290,Active,skm air conditioning equipment,AUMR62011,CADX62011A,RCU-A-CB,128000.0,11.2,12.9,4400.0
146,10274291,Active,skm air conditioning equipment,AUMR62013,CADX62013A,RCU-A-CB,146000.0,11.3,11.4,5000.0
147,10274292,Active,skm air conditioning equipment,AUMR62015,CADX62015A,RCU-A-CB,176000.0,11.2,11.3,6000.0
148,10274293,Active,skm air conditioning equipment,AUMR62017,CADX62017A,RCU-A-CB,192000.0,11.1,12.4,6700.0
149,10274294,Active,skm air conditioning equipment,AUMR62021,CADX62021A,RCU-A-CB,242000.0,11.0,11.0,7900.0
150,10274329,Active,carrier corporation,50TCQD09A2E6036628,,HSP-A,99000.0,11.2,12.2,3400.0
151,10304141,Active,zamil air conditioners,PTX006**********,,SP-A,71000.0,11.9,12.5,2500.0
152,10304143,Active,zamil air conditioners,PTX007**********,,SP-A,83000.0,11.55,12.4,2800.0
153,10305545,Active,daikin,DPS016AHMG-20H,,SPY-A,172000.0,11.2,19.8,5300.0
154,10305546,Active,daikin,DPS016AHMG-24H,,SPY-A,174000.0,11.9,20.1,5300.0
155,10305547,Active,daikin,DPS018AHMG-20H,,SPY-A,186000.0,10.9,19.1,5920.0
156,10305548,Active,daikin,DPS020AHMG-20H,,SPY-A,240000.0,10.1,18.6,7315.0
157,10305549,Active,daikin,DPS020AHMG-24H,,SPY-A,244000.0,11.0,19.6,7315.0
158,10305550,Active,daikin,DPS025AHMG-20H,,SPY-A,272000.0,10.0,16.7,8180.0
159,10305551,Active,daikin,DPS025AHMG-24H,,SPY-A,278000.0,11.0,17.6,8180.0
160,10305552,Active,daikin,DPS028AHMG-24H,,SPY-A,304000.0,10.3,17.3,8200.0
161,10317728,Active,daikin,DPS007AHHE2**-3-16,,HSP-A,90000.0,12.6,19.3,2885.0
162,10317729,Active,daikin,DPS007AHHE4**-3-16,,HSP-A,90000.0,12.6,19.6,2885.0
163,10317730,Active,daikin,DPS007AHHE5**-3-16,,HSP-A,90000.0,12.5,19.1,2885.0
164,10317731,Active,daikin,DPS007AHHG2**-3-16,,HSP-A,90000.0,12.1,19.3,2885.0
165,10317732,Active,daikin,DPS007AHHG4**-3-16,,HSP-A,90000.0,12.1,19.3,2885.0
166,10317733,Active,daikin,DPS007AHHG5**-3-16,,HSP-A,90000.0,12.0,19.1,2885.0
167,10317734,Active,daikin,DPS007AHHY2**-3-16,,HSP-A,90000.0,12.8,19.8,2885.0
168,10317735,Active,daikin,DPS007AHHY4**-3-16,,HSP-A,90000.0,12.8,19.8,2885.0
169,10317736,Active,daikin,DPS007AHHY5**-3-16,,HSP-A,90000.0,12.7,19.6,2885.0
170,10317737,Active,daikin,DPS007AHME***-3-16,,SPY-A,89000.0,12.2,19.8,2890.0
171,10317738,Active,daikin,DPS007AHME4**-3-16,,SPY-A,89000.0,12.2,19.8,2890.0
172,10317739,Active,daikin,DPS007AHME5**-3-16,,SPY-A,89000.0,12.2,19.6,2890.0
173,10317740,Active,daikin,DPS007AHMG***-3-16,,SPY-A,89000.0,12.1,19.8,2890.0
174,10317741,Active,daikin,DPS007AHMG4**-3-16,,SPY-A,89000.0,12.1,19.8,2890.0
175,10317742,Active,daikin,DPS007AHMG5**-3-16,,SPY-A,89000.0,12.0,19.6,2890.0
176,10317743,Active,daikin,DPS007AHMY***-3-16,,SP-A,90000.0,12.3,20.3,2890.0
177,10317744,Active,daikin,DPS007AHMY4**-3-16,,SP-A,90000.0,12.3,20.6,2890.0
178,10317745,Active,daikin,DPS007AHMY5**-3-16,,SP-A,90000.0,12.3,20.1,2890.0
